,I1,u1,I2,u2,u3,I3,O1,O2,O3,O4,O5,O6,O7,x1,x2,x3,y1,y2,y3,u12,u13,u14
1582,-10.533136,0.0,25.291252,0.0,0.0,32.0,-95.0,23.115659,77.293577,96.000809,-62.476505,-20.866908,1.033146,-0.182061,-0.07660800000000001,0.310185,-0.179965,-0.055340999999999994,0.29699000000000003,-0.002096,-0.021266999999999998,0.013194999999999998
1583,-10.533136,0.0,11.372767,0.0,0.0,32.0,-91.872158,23.635832,65.121528,89.823771,-0.752073,0.0,-2.961052,-0.195635,-0.037093,0.30783299999999997,-0.195635,-0.03709,0.307831,0.0,-3e-06,2e-06
1584,-10.533136,0.0,1.604902,0.0,0.0,32.0,-80.244485,24.274978,50.165499,94.37552099999999,-0.766569,0.0,-7.27377,-0.199419,-0.007864,0.30714,-0.19942000000000001,-0.007862000000000001,0.307139,1e-06,-2e-06,1e-06
1585,-10.533136,0.0,-11.668784,0.0,0.0,32.0,-69.85037,24.94562,34.472488,100.687516,-1.643012,0.0,-11.902913,-0.196688,0.031810000000000005,0.307649,-0.196689,0.031812,0.307648,1e-06,-2e-06,1e-06
1586,-10.533136,0.0,-20.700138,0.0,0.0,32.0,-65.006428,25.348311,25.161128,105.01524099999999,-1.495479,-0.03258,-14.529720999999999,-0.189703,0.058066,0.308949,-0.189834,0.05818400000000001,0.308867,0.000132,-0.000118,8.2e-05
1587,-10.533136,0.0,-27.287540999999997,0.0,0.0,32.0,-63.114791000000004,25.564617000000002,19.987958,106.0,-8.508341,0.0,-20.0,-0.182081,0.076362,0.310366,-0.182083,0.076363,0.310367,2e-06,0.0,0.0
1588,-10.533136,0.0,-31.395587,0.0,0.0,32.0,-63.047613,27.530755,21.218289000000002,106.0,-36.814619,0.0,-20.0,-0.17633,0.08722,0.311436,-0.178464,0.086925,0.313191,0.002134,0.000295,-0.001755
1589,-10.533136,0.0,-42.411713,0.0,0.0,32.0,-65.272627,30.150158,14.551648000000002,106.0,-36.814615,0.0,-20.0,-0.157183,0.11414200000000001,0.314998,-0.168705,0.11445899999999999,0.325996,0.011523,-0.000317,-0.010999
1590,-15.521544,0.0,-47.40012,0.0,0.0,32.0,-62.709011,37.456990000000005,13.372432,106.0,-36.81463,0.0,-20.0,-0.15311,0.12492,0.306841,-0.170654,0.126745,0.323061,0.017544,-0.001825,-0.01622
1591,-15.521544,0.0,-43.109377,0.0,0.0,32.0,-61.889635999999996,26.520345000000002,10.333982,106.0,-36.814609999999995,0.0,-20.0,-0.158875,0.12013800000000001,0.303544,-0.17561300000000002,0.121271,0.31804299999999996,0.016738,-0.0011330000000000001,-0.014499000000000001
1592,-15.521544,0.0,-37.942596,0.0,0.0,32.0,-70.42047,63.899120999999994,38.79733,106.0,-36.814631,0.0,-20.0,-0.169005,0.108471,0.300446,-0.18201900000000001,0.10833599999999999,0.310743,0.013013999999999998,0.000135,-0.010297
1593,-15.521544,0.0,-33.552477,0.0,0.0,32.0,-58.966351,25.71606,16.532214,106.0,-36.814594,0.0,-20.0,-0.176571,0.09799400000000001,0.29830300000000004,-0.185826,0.097317,0.305171,0.009254,0.000677,-0.006868000000000001
